,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
plane1,"[45, 46]","[46, 47]","[47, 48]","[48, 49]","[49, 50]","[50, 51]","[51, 52]","[52, 53]","[53, 54]","[54, 55]","[55, 56]","[56, 57]","[57, 58]","[58, 59]","[59, 60]","[60, 61]","[61, 62]","[62, 63]","[63, 64]","[64, 65]","[65, 66]","[66, 67]","[67, 68]","[68, 69]","[69, 70]","[70, 71]","[71, 72]","[72, 73]","[73, 74]","[74, 75]","[75, 76]","[76, 77]","[77, 78]","[78, 79]","[79, 78]","[80, 77]","[81, 76]","[82, 75]","[83, 74]","[84, 73]","[85, 72]","[86, 71]","[87, 70]","[88, 69]","[89, 68]","[89, 67]","[89, 66]","[90, 65]","[91, 64]","[92, 63]","[93, 62]","[94, 61]","[95, 60]","[96, 59]","[97, 58]","[98, 57]","[98, 56]","[98, 55]","[98, 54]","[97, 54]","[96, 54]","[95, 55]","[94, 56]","[93, 57]","[92, 58]","[91, 59]","[90, 60]","[89, 61]","[88, 62]","[87, 63]","[88, 64]","[89, 65]","[90, 66]","[91, 67]","[92, 68]","[93, 69]","[94, 70]","[95, 71]","[94, 72]","[93, 73]","[92, 74]","[91, 75]","[90, 76]","[89, 77]","[88, 78]","[87, 79]","[86, 80]","[85, 81]","[84, 82]","[83, 83]","[82, 84]","[81, 85]","[80, 86]","[79, 87]","[78, 88]","[77, 89]","[76, 90]","[75, 90]","[74, 90]","[73, 91]","[72, 92]","[71, 93]","[70, 94]","[69, 95]","[68, 96]","[68, 95]","[68, 94]","[68, 93]","[68, 92]","[68, 91]","[68, 90]","[67, 90]","[66, 90]","[65, 90]","[64, 90]","[63, 90]","[64, 89]","[65, 88]","[66, 87]","[67, 86]","[68, 85]","[69, 84]","[70, 83]","[71, 82]","[72, 83]","[73, 84]","[74, 85]","[75, 86]","[76, 87]","[77, 88]","[78, 89]","[79, 90]","[80, 91]","[81, 92]","[82, 93]","[83, 94]","[84, 95]","[85, 94]","[86, 93]","[87, 92]","[88, 91]","[89, 90]","[90, 89]","[91, 88]","[92, 87]","[92, 86]","[92, 85]","[92, 84]","[92, 83]","[92, 82]","[92, 81]","[92, 80]","[92, 79]","[92, 78]","[92, 77]","[92, 76]","[92, 75]","[92, 74]","[92, 73]","[92, 72]","[92, 71]","[92, 70]","[92, 69]","[92, 68]","[92, 67]","[92, 66]","[92, 65]","[92, 64]","[92, 63]","[92, 62]","[92, 61]","[92, 60]","[93, 59]","[94, 58]","[95, 57]","[96, 56]","[97, 55]","[98, 54]","[98, 53]","[98, 52]","[98, 51]","[98, 50]","[97, 50]","[96, 50]","[95, 50]","[94, 51]","[93, 52]","[92, 53]","[91, 54]","[90, 55]","[89, 56]","[88, 57]","[87, 58]","[86, 59]","[85, 60]","[84, 61]","[83, 62]","[82, 63]","[81, 64]","[80, 65]","[79, 66]","[78, 67]","[77, 68]","[76, 69]","[75, 70]","[74, 71]","[73, 72]","[72, 73]","[71, 74]","[70, 75]","[69, 76]","[68, 77]","[67, 78]","[66, 79]","[65, 80]","[64, 81]","[63, 82]","[62, 83]","[61, 84]","[60, 85]","[61, 86]","[62, 87]","[63, 88]","[64, 89]","[65, 90]","[66, 91]","[67, 92]","[68, 93]","[69, 94]","[70, 95]","[71, 94]","[72, 93]","[73, 92]","[74, 91]","[75, 92]","[76, 91]","[77, 90]","[78, 91]","[79, 92]","[80, 91]","[81, 90]","[82, 89]","[83, 88]","[84, 87]","[85, 86]","[86, 85]","[87, 86]","[88, 87]","[89, 86]","[90, 85]","[91, 84]","[92, 83]","[93, 82]","[94, 83]","[95, 84]","[96, 85]","[97, 86]","[98, 87]","[98, 86]","[98, 85]","[98, 84]","[98, 83]","[98, 82]","[98, 81]","[98, 80]","[98, 79]","[98, 78]","[98, 77]","[98, 76]","[98, 75]","[98, 74]","[98, 73]","[98, 72]","[98, 71]","[98, 70]","[98, 69]","[98, 68]","[98, 67]","[98, 66]","[98, 65]","[98, 64]","[98, 63]","[98, 62]","[98, 61]","[98, 60]","[98, 59]","[98, 58]","[98, 57]","[98, 56]","[98, 55]","[98, 54]","[98, 53]","[98, 52]","[98, 51]","[98, 50]","[98, 49]","[98, 48]","[98, 47]","[98, 46]","[97, 47]","[96, 48]","[95, 49]","[94, 50]","[93, 51]","[92, 52]","[91, 53]","[90, 54]","[89, 55]","[88, 56]","[87, 57]","[86, 58]","[85, 59]","[84, 60]","[83, 61]","[82, 62]","[81, 63]","[80, 64]","[79, 65]","[78, 66]","[77, 67]","[76, 68]","[75, 69]","[74, 70]","[73, 71]","[72, 72]","[71, 73]","[70, 74]","[69, 75]","[68, 76]","[67, 77]","[68, 78]","[69, 79]","[70, 80]","[71, 81]","[72, 82]","[73, 83]","[74, 84]","[75, 85]","[76, 86]","[77, 87]","[78, 88]","[79, 89]","[80, 90]","[81, 91]","[82, 92]","[83, 93]","[84, 94]","[85, 95]","[86, 96]","[87, 97]","[88, 98]","[89, 97]","[90, 96]","[91, 95]","[92, 94]","[93, 93]","[93, 92]","[93, 91]","[93, 90]","[93, 89]","[93, 88]","[93, 87]","[93, 86]","[93, 85]","[93, 84]","[93, 83]","[93, 82]","[93, 81]","[94, 80]","[95, 79]","[96, 78]","[97, 77]","[97, 76]","[97, 75]","[97, 74]","[97, 73]","[97, 72]","[97, 71]","[97, 70]","[97, 69]","[97, 68]","[97, 67]","[97, 66]","[97, 65]","[97, 64]","[97, 63]","[97, 62]","[97, 61]","[97, 60]","[97, 59]","[97, 58]","[97, 57]","[97, 56]","[98, 55]","[98, 54]","[98, 53]","[98, 52]","[98, 51]","[98, 50]","[98, 49]"
plane2,"[45, 45]","[46, 44]","[47, 43]","[48, 42]","[49, 41]","[50, 40]","[51, 39]","[52, 38]","[53, 37]","[54, 36]","[55, 35]","[56, 34]","[57, 33]","[58, 32]","[59, 31]","[60, 30]","[61, 29]","[62, 28]","[63, 27]","[64, 26]","[65, 25]","[66, 24]","[67, 23]","[68, 22]","[69, 21]","[70, 20]","[71, 19]","[72, 18]","[73, 19]","[74, 20]","[75, 21]","[76, 22]","[77, 23]","[78, 24]","[79, 25]","[80, 26]","[81, 27]","[82, 28]","[83, 29]","[84, 30]","[85, 31]","[84, 32]","[83, 33]","[82, 34]","[81, 35]","[80, 36]","[81, 37]","[82, 38]","[81, 39]","[80, 40]","[79, 41]","[78, 42]","[77, 43]","[76, 44]","[75, 45]","[74, 46]","[73, 47]","[72, 48]","[71, 49]","[70, 50]","[69, 51]","[68, 52]","[67, 53]","[66, 54]","[65, 55]","[64, 56]","[63, 57]","[62, 58]","[61, 59]","[60, 60]","[59, 61]","[58, 62]","[57, 63]","[56, 64]","[55, 65]","[54, 66]","[53, 67]","[52, 68]","[51, 69]","[50, 70]","[49, 71]","[48, 72]","[47, 73]","[46, 74]","[45, 75]","[44, 76]","[43, 77]","[42, 78]","[41, 79]","[40, 80]","[39, 81]","[38, 82]","[39, 83]","[40, 84]","[41, 85]","[42, 86]","[43, 87]","[44, 88]","[45, 89]","[44, 90]","[43, 91]","[42, 92]","[41, 93]","[40, 94]","[39, 95]","[38, 96]","[37, 97]","[36, 97]","[35, 97]","[34, 97]","[33, 97]","[32, 97]","[31, 97]","[30, 97]","[29, 97]","[28, 97]","[27, 97]","[26, 97]","[25, 97]","[24, 97]","[23, 97]","[22, 97]","[22, 96]","[22, 95]","[22, 94]","[22, 93]","[22, 92]","[22, 91]","[21, 91]","[20, 91]","[19, 91]","[18, 91]","[17, 91]","[16, 91]","[15, 91]","[14, 91]","[13, 92]","[12, 92]","[11, 93]","[10, 93]","[9, 94]","[8, 95]","[7, 95]","[6, 95]","[5, 95]","[4, 95]","[3, 95]","[2, 95]","[1, 95]","[2, 96]","[1, 96]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[4, 97]","[5, 98]","[6, 97]","[7, 98]","[8, 97]","[9, 98]","[10, 97]","[11, 96]","[12, 95]","[13, 94]","[14, 93]","[15, 92]","[16, 93]","[17, 92]","[18, 91]","[19, 92]","[20, 93]","[21, 94]","[22, 95]","[23, 96]","[24, 97]","[25, 98]","[24, 98]","[23, 98]","[22, 98]","[21, 98]","[20, 98]","[19, 98]","[18, 98]","[17, 98]","[16, 98]","[15, 98]","[14, 98]","[13, 98]","[12, 98]","[11, 98]","[10, 98]","[10, 97]","[10, 96]","[10, 95]","[10, 94]","[10, 93]","[10, 92]","[10, 91]","[10, 90]","[10, 89]","[10, 88]","[10, 87]","[10, 86]","[9, 86]","[8, 86]","[7, 86]","[6, 86]","[5, 86]","[4, 86]","[3, 87]","[4, 86]","[5, 85]","[6, 84]","[6, 83]","[6, 82]","[6, 81]","[6, 80]","[6, 79]","[6, 78]","[6, 77]","[6, 76]","[6, 75]","[7, 74]","[8, 73]","[9, 72]","[10, 71]","[10, 70]","[11, 69]","[12, 68]","[12, 67]","[12, 66]","[12, 65]","[12, 64]","[12, 63]","[12, 62]","[12, 61]","[12, 60]","[12, 59]","[12, 58]","[12, 57]","[12, 56]","[12, 55]","[12, 54]","[12, 53]","[12, 52]","[12, 51]","[12, 50]","[12, 49]","[12, 48]","[12, 47]","[12, 46]","[12, 45]","[12, 44]","[12, 43]","[12, 42]","[12, 41]","[12, 40]","[12, 39]","[12, 38]","[13, 37]","[14, 36]","[15, 35]","[14, 35]","[15, 34]","[16, 33]","[17, 32]","[16, 33]","[15, 34]","[14, 35]","[13, 36]","[12, 37]","[11, 38]","[10, 39]","[9, 40]","[8, 41]","[7, 42]","[6, 43]","[5, 44]","[4, 45]","[3, 46]","[2, 47]","[1, 48]","[1, 49]","[1, 50]","[1, 51]","[2, 52]","[1, 53]","[2, 54]","[1, 55]","[2, 56]","[3, 57]","[4, 58]","[5, 59]","[6, 60]","[7, 61]","[8, 62]","[7, 63]","[6, 64]","[5, 65]","[4, 66]","[3, 67]","[2, 68]","[1, 69]","[2, 70]","[1, 71]","[2, 72]","[1, 73]","[2, 74]","[1, 75]","[2, 76]","[3, 77]","[4, 78]","[5, 79]","[6, 80]","[7, 81]","[8, 82]","[9, 83]","[10, 84]","[11, 85]","[12, 86]","[13, 87]","[14, 88]","[15, 89]","[16, 90]","[17, 91]","[18, 92]","[19, 93]","[20, 94]","[21, 95]","[22, 96]","[23, 97]","[24, 98]","[24, 97]","[25, 98]","[25, 97]","[26, 98]","[26, 97]","[27, 98]","[27, 97]","[28, 98]","[27, 98]","[26, 98]","[25, 98]","[24, 98]","[23, 98]","[22, 98]","[21, 98]","[20, 98]","[19, 98]","[18, 98]","[17, 98]","[16, 98]","[15, 98]","[14, 98]","[13, 98]","[12, 98]","[11, 98]"
plane3,"[45, 45]","[46, 44]","[47, 43]","[48, 42]","[49, 41]","[50, 40]","[51, 39]","[52, 38]","[53, 37]","[54, 36]","[55, 35]","[56, 34]","[57, 33]","[58, 32]","[59, 31]","[60, 30]","[61, 29]","[62, 28]","[63, 27]","[64, 26]","[65, 25]","[66, 24]","[67, 23]","[68, 22]","[69, 21]","[70, 20]","[71, 19]","[72, 18]","[73, 19]","[74, 20]","[75, 21]","[76, 22]","[77, 23]","[78, 24]","[79, 25]","[80, 26]","[81, 27]","[82, 28]","[83, 29]","[84, 30]","[85, 31]","[84, 32]","[83, 33]","[82, 34]","[81, 35]","[80, 36]","[81, 37]","[82, 38]","[81, 39]","[80, 40]","[79, 41]","[78, 42]","[77, 43]","[76, 44]","[75, 45]","[74, 46]","[73, 47]","[72, 48]","[71, 49]","[70, 50]","[69, 51]","[68, 52]","[67, 53]","[66, 54]","[65, 55]","[64, 56]","[63, 57]","[62, 58]","[61, 59]","[60, 60]","[59, 61]","[58, 62]","[57, 63]","[56, 64]","[55, 65]","[54, 66]","[53, 67]","[52, 68]","[51, 69]","[50, 70]","[49, 71]","[48, 72]","[47, 73]","[46, 74]","[45, 75]","[44, 76]","[43, 77]","[42, 78]","[41, 79]","[40, 80]","[39, 81]","[38, 82]","[39, 83]","[40, 84]","[41, 85]","[42, 86]","[43, 87]","[44, 88]","[45, 89]","[44, 90]","[43, 91]","[42, 92]","[41, 93]","[40, 94]","[39, 95]","[38, 96]","[37, 97]","[36, 97]","[35, 97]","[34, 97]","[33, 97]","[32, 97]","[31, 97]","[30, 97]","[29, 97]","[28, 97]","[27, 97]","[26, 97]","[25, 97]","[24, 97]","[23, 97]","[22, 97]","[22, 96]","[22, 95]","[22, 94]","[22, 93]","[22, 92]","[22, 91]","[21, 91]","[20, 91]","[19, 91]","[18, 91]","[17, 91]","[16, 91]","[15, 91]","[14, 91]","[13, 92]","[12, 92]","[11, 93]","[10, 93]","[9, 94]","[8, 95]","[7, 95]","[6, 95]","[5, 95]","[4, 95]","[3, 95]","[2, 95]","[1, 95]","[2, 96]","[1, 96]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[1, 97]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[2, 98]","[1, 98]","[2, 97]","[3, 98]","[4, 97]","[5, 98]","[6, 97]","[7, 98]","[8, 97]","[9, 98]","[10, 97]","[11, 96]","[12, 95]","[13, 94]","[14, 93]","[15, 92]","[16, 93]","[17, 92]","[18, 91]","[19, 92]","[20, 93]","[21, 94]","[22, 95]","[23, 96]","[24, 97]","[25, 98]","[24, 98]","[23, 98]","[22, 98]","[21, 98]","[20, 98]","[19, 98]","[18, 98]","[17, 98]","[16, 98]","[15, 98]","[14, 98]","[13, 98]","[12, 98]","[11, 98]","[10, 98]","[10, 97]","[10, 96]","[10, 95]","[10, 94]","[10, 93]","[10, 92]","[10, 91]","[10, 90]","[10, 89]","[10, 88]","[10, 87]","[10, 86]","[9, 86]","[8, 86]","[7, 86]","[6, 86]","[5, 86]","[4, 86]","[3, 87]","[4, 86]","[5, 85]","[6, 84]","[6, 83]","[6, 82]","[6, 81]","[6, 80]","[6, 79]","[6, 78]","[6, 77]","[6, 76]","[6, 75]","[7, 74]","[8, 73]","[9, 72]","[10, 71]","[10, 70]","[11, 69]","[12, 68]","[12, 67]","[12, 66]","[12, 65]","[12, 64]","[12, 63]","[12, 62]","[12, 61]","[12, 60]","[12, 59]","[12, 58]","[12, 57]","[12, 56]","[12, 55]","[12, 54]","[12, 53]","[12, 52]","[12, 51]","[12, 50]","[12, 49]","[12, 48]","[12, 47]","[12, 46]","[12, 45]","[12, 44]","[12, 43]","[12, 42]","[12, 41]","[12, 40]","[12, 39]","[12, 38]","[13, 37]","[14, 36]","[15, 35]","[14, 35]","[15, 34]","[16, 33]","[17, 32]","[16, 33]","[15, 34]","[14, 35]","[13, 36]","[12, 37]","[11, 38]","[10, 39]","[9, 40]","[8, 41]","[7, 42]","[6, 43]","[5, 44]","[4, 45]","[3, 46]","[2, 47]","[1, 48]","[1, 49]","[1, 50]","[1, 51]","[2, 52]","[1, 53]","[2, 54]","[1, 55]","[2, 56]","[3, 57]","[4, 58]","[5, 59]","[6, 60]","[7, 61]","[8, 62]","[7, 63]","[6, 64]","[5, 65]","[4, 66]","[3, 67]","[2, 68]","[1, 69]","[2, 70]","[1, 71]","[2, 72]","[1, 73]","[2, 74]","[1, 75]","[2, 76]","[3, 77]","[4, 78]","[5, 79]","[6, 80]","[7, 81]","[8, 82]","[9, 83]","[10, 84]","[11, 85]","[12, 86]","[13, 87]","[14, 88]","[15, 89]","[16, 90]","[17, 91]","[18, 92]","[19, 93]","[20, 94]","[21, 95]","[22, 96]","[23, 97]","[24, 98]","[24, 97]","[25, 98]","[25, 97]","[26, 98]","[26, 97]","[27, 98]","[27, 97]","[28, 98]","[27, 98]","[26, 98]","[25, 98]","[24, 98]","[23, 98]","[22, 98]","[21, 98]","[20, 98]","[19, 98]","[18, 98]","[17, 98]","[16, 98]","[15, 98]","[14, 98]","[13, 98]","[12, 98]","[11, 98]"
plane4,"[45, 46]","[46, 47]","[47, 48]","[48, 49]","[49, 50]","[50, 51]","[51, 52]","[52, 53]","[53, 54]","[54, 55]","[55, 56]","[56, 57]","[57, 58]","[58, 59]","[59, 60]","[60, 61]","[61, 62]","[62, 63]","[63, 64]","[64, 65]","[65, 66]","[66, 67]","[67, 68]","[68, 69]","[69, 70]","[70, 71]","[71, 72]","[72, 73]","[73, 74]","[74, 75]","[75, 76]","[76, 77]","[77, 78]","[78, 79]","[79, 78]","[80, 77]","[81, 76]","[82, 75]","[83, 74]","[84, 73]","[85, 72]","[86, 71]","[87, 70]","[88, 69]","[89, 68]","[89, 67]","[89, 66]","[90, 65]","[91, 64]","[92, 63]","[93, 62]","[94, 61]","[95, 60]","[96, 59]","[97, 58]","[98, 57]","[98, 56]","[98, 55]","[98, 54]","[97, 54]","[96, 54]","[95, 55]","[94, 56]","[93, 57]","[92, 58]","[91, 59]","[90, 60]","[89, 61]","[88, 62]","[87, 63]","[88, 64]","[89, 65]","[90, 66]","[91, 67]","[92, 68]","[93, 69]","[94, 70]","[95, 71]","[94, 72]","[93, 73]","[92, 74]","[91, 75]","[90, 76]","[89, 77]","[88, 78]","[87, 79]","[86, 80]","[85, 81]","[84, 82]","[83, 83]","[82, 84]","[81, 85]","[80, 86]","[79, 87]","[78, 88]","[77, 89]","[76, 90]","[75, 90]","[74, 90]","[73, 91]","[72, 92]","[71, 93]","[70, 94]","[69, 95]","[68, 96]","[68, 95]","[68, 94]","[68, 93]","[68, 92]","[68, 91]","[68, 90]","[67, 90]","[66, 90]","[65, 90]","[64, 90]","[63, 90]","[64, 89]","[65, 88]","[66, 87]","[67, 86]","[68, 85]","[69, 84]","[70, 83]","[71, 82]","[72, 83]","[73, 84]","[74, 85]","[75, 86]","[76, 87]","[77, 88]","[78, 89]","[79, 90]","[80, 91]","[81, 92]","[82, 93]","[83, 94]","[84, 95]","[85, 94]","[86, 93]","[87, 92]","[88, 91]","[89, 90]","[90, 89]","[91, 88]","[92, 87]","[92, 86]","[92, 85]","[92, 84]","[92, 83]","[92, 82]","[92, 81]","[92, 80]","[92, 79]","[92, 78]","[92, 77]","[92, 76]","[92, 75]","[92, 74]","[92, 73]","[92, 72]","[92, 71]","[92, 70]","[92, 69]","[92, 68]","[92, 67]","[92, 66]","[92, 65]","[92, 64]","[92, 63]","[92, 62]","[92, 61]","[92, 60]","[93, 59]","[94, 58]","[95, 57]","[96, 56]","[97, 55]","[98, 54]","[98, 53]","[98, 52]","[98, 51]","[98, 50]","[97, 50]","[96, 50]","[95, 50]","[94, 51]","[93, 52]","[92, 53]","[91, 54]","[90, 55]","[89, 56]","[88, 57]","[87, 58]","[86, 59]","[85, 60]","[84, 61]","[83, 62]","[82, 63]","[81, 64]","[80, 65]","[79, 66]","[78, 67]","[77, 68]","[76, 69]","[75, 70]","[74, 71]","[73, 72]","[72, 73]","[71, 74]","[70, 75]","[69, 76]","[68, 77]","[67, 78]","[66, 79]","[65, 80]","[64, 81]","[63, 82]","[62, 83]","[61, 84]","[60, 85]","[61, 86]","[62, 87]","[63, 88]","[64, 89]","[65, 90]","[66, 91]","[67, 92]","[68, 93]","[69, 94]","[70, 95]","[71, 94]","[72, 93]","[73, 92]","[74, 91]","[75, 92]","[76, 91]","[77, 90]","[78, 91]","[79, 92]","[80, 91]","[81, 90]","[82, 89]","[83, 88]","[84, 87]","[85, 86]","[86, 85]","[87, 86]","[88, 87]","[89, 86]","[90, 85]","[91, 84]","[92, 83]","[93, 82]","[94, 83]","[95, 84]","[96, 85]","[97, 86]","[98, 87]","[98, 86]","[98, 85]","[98, 84]","[98, 83]","[98, 82]","[98, 81]","[98, 80]","[98, 79]","[98, 78]","[98, 77]","[98, 76]","[98, 75]","[98, 74]","[98, 73]","[98, 72]","[98, 71]","[98, 70]","[98, 69]","[98, 68]","[98, 67]","[98, 66]","[98, 65]","[98, 64]","[98, 63]","[98, 62]","[98, 61]","[98, 60]","[98, 59]","[98, 58]","[98, 57]","[98, 56]","[98, 55]","[98, 54]","[98, 53]","[98, 52]","[98, 51]","[98, 50]","[98, 49]","[98, 48]","[98, 47]","[98, 46]","[97, 47]","[96, 48]","[95, 49]","[94, 50]","[93, 51]","[92, 52]","[91, 53]","[90, 54]","[89, 55]","[88, 56]","[87, 57]","[86, 58]","[85, 59]","[84, 60]","[83, 61]","[82, 62]","[81, 63]","[80, 64]","[79, 65]","[78, 66]","[77, 67]","[76, 68]","[75, 69]","[74, 70]","[73, 71]","[72, 72]","[71, 73]","[70, 74]","[69, 75]","[68, 76]","[67, 77]","[68, 78]","[69, 79]","[70, 80]","[71, 81]","[72, 82]","[73, 83]","[74, 84]","[75, 85]","[76, 86]","[77, 87]","[78, 88]","[79, 89]","[80, 90]","[81, 91]","[82, 92]","[83, 93]","[84, 94]","[85, 95]","[86, 96]","[87, 97]","[88, 98]","[89, 97]","[90, 96]","[91, 95]","[92, 94]","[93, 93]","[93, 92]","[93, 91]","[93, 90]","[93, 89]","[93, 88]","[93, 87]","[93, 86]","[93, 85]","[93, 84]","[93, 83]","[93, 82]","[93, 81]","[94, 80]","[95, 79]","[96, 78]","[97, 77]","[97, 76]","[97, 75]","[97, 74]","[97, 73]","[97, 72]","[97, 71]","[97, 70]","[97, 69]","[97, 68]","[97, 67]","[97, 66]","[97, 65]","[97, 64]","[97, 63]","[97, 62]","[97, 61]","[97, 60]","[97, 59]","[97, 58]","[97, 57]","[97, 56]","[98, 55]","[98, 54]","[98, 53]","[98, 52]","[98, 51]","[98, 50]","[98, 49]"
