0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0.001555618,0,0.001454164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0.000777809,0,0,0,0.001361165,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0.000591811,0.00060872,0.000583357,0.00060872,0,0,0.001428801,0,0,0,0,0,0,0,0,0,0,0,0,0.00022827,0,0.000786263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0.000845444,0.000278997,0.000845444,0,0,0.000845444,0,0.000845444,0.001115987,0,0.000845444,0.000634083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000727082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0.00060872,0.000845444,0,0.000845444,0,0.001513345,0.00030436,0,0,0,0.000845444,0,0,0.000845444,0,0,0.000448085,0,0,0,0,0,0.000862353,0,0,0,0,0,0,0,0.000743991,0.000786263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0.000490358,0,0,0.000845444,0,0,0.000845444,0.000219816,0.000845444,0,0.000388904,0,0,0,0.00083699,0.000371996,0,0,0.000262088,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000845444,0.000211361,0,0,0,0,0,0.000414268,0,0,0,0,0,0,0,0,0.000591811,0,0.000634083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.001690889,0,0,0,0,0,0,0,0,0.000820081,0,0.000777809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0.000583357,0,0.00015218,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0.000718628,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0.000777809,0,0,0,0.000845444,0,0.000845444,0,0.000828535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,7.61E-05,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000794718,0,0,0,0,0,0,0,0,0,0,0,0.000820081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0.00038045,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397359,0.001132895,0,0.000803172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676355,0,0.000600265,0,0.000278997,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000574902,0,0,0,0,0.001048351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0.000845444,0,0.001640162,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0.000490358,0.000642538,0,0.000634083,0,0.000650992,0,0.000845444,0.000786263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083699,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001225894,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000820081,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.000617174,0.000667901,0.001411892,0.000845444,0,0.001648616,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0.000557993,0.000414268,0,0.00083699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000828535,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0.001487982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000786263,0,0.000845444,0,0,0,0.001039897,0,0.001690889,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000777809,0,0,0,0,0,0,0,0,0,0,0.000262088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000617174,0,0.000574902,0,0,0,0,0,0,0,0.000329723,0.000803172,0,0
0,0,0,0,0,0,0,0,0,0,0,0.001301984,0.000845444,0.001690889,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000541084,0,0.00136962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000388904,0,0.000845444,0.000557993,0.000422722,0,0,0,0.000422722,0,0,0.000253633,0.000507267,0
0,0,0,0,0,0,0,0.000777809,0,0,0.000803172,0,0,0.001547163,0,0.000845444,0.000845444,0,0.000845444,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000160634,0,0,0,0,0.000574902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507267,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000845444,0.00083699,0,0.001690889,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000727082,0,0.000845444,0.000541084,0,0.000278997,0,0,0,0,0,0.001251258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000811627,0,0,0,0.000786263,0,0.000752445,0,0,0,0,0,0,0,0,0,0.000422722
0,0.000650992,0,0,0,0.000845444,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0.001530254,0,0.000845444,0,0,0.000169089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.001276621,0,0.000845444,0,0,0,0.000211361,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000803172,0,0,0,0,0,0,0.000397359,0,0,0,0,0.000718628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000583357,0,0,0,0,0,0,0,0,0.000524175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.000405813,0.000769354,0,0.000219816,0,0.0007609,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0.000845444,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000295906,0,0.001454164,0.000794718,0.000845444,0.000845444,0,0,0.000845444,0,0.000735537,0.000185998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000693264,0,0,0,0,0,0,0.000701719,0.000735537,0
0.000752445,0,0,0.0007609,0,0.001403438,0.001166713,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000828535,0,0,0.000845444,0,0,0.0007609,0,0,0,0,0,0.000329723,0,0,0.000583357,0.001462619,0,0.000236724,0.001318893,0.000118362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160634,0,0,0,0,0,0,0,0
0,0,0.000752445,0,0.000169089,0.000845444,0,0,0.000845444,0,0.001310439,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000794718,0,0,0,0.000583357,0,0,0,0,0,0,0,0,0.000431177,6.76E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015218,0,0,0,8.45E-05,0,0,0,0,0,0.00136962,0
0,0.00030436,0,0.000820081,0.00030436,0.000845444,0.000845444,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0.000160634,0,0,0,0,0,0,0,0,0,0,0.00060872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002198155,0,0.000845444,0.000735537,0,0,0,0,0,0.000727082
0.000524175,0,0.000845444,0.000659447,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000777809,0,0,0,0,0,0,0,0,0,0.000786263,0,0,0,0.000338178,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083699,0.000845444
0,0,0,0,0.001200531,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000777809,0,0,0,0,0,0.000659447,0.001251258,0,0.000803172,4.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.001690889,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000828535,0,0.000777809,0,0,0,0,0,0,0,0,0.000794718,0,0,0.000811627,0,0,0,0.002299609,0,0.000676355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346632,0,0.000574902,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000777809,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0.001394983,0,0.000794718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083699,0.000845444,0,0.000202907,0,0,0
0,0.001056805,0.000566448,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000769354,0,0,0,0,0,0,0,0,0.000845444,0,0.000828535,0,0,0,0,0,0.000439631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000803172,0,0,0
0.000828535,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000803172,0,0,0,0,0,0,0,0,0,0,0.000794718,0,0,0,0,0,0,0.000820081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000464994,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000769354,0,0.000769354,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001225894,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.0007609,0,0,0.000777809,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0.000786263,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000777809,0,0.0007609,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000845444,0,0.000811627,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000828535,0,0,0,0,0,0,0,0,0,0.0007609,0,0.000777809,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0.000811627,0,0,0,0,0,0,0,0,0,0.000794718,0,0.0007609,0,0,0,0,0,0,0,0,0.00083699,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000845444,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000794718,0,0.000777809,0,0,0,0,0,0,0,0,0,0,0.000769354,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000845444,0,0.000845444,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0.00053263,0,0.000845444,0,0.001073714,0,0,0,0,0,0,0,0,0.0007609,0,0,0,0,0,0,0,0,0,0,0.000820081,0,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.00083699,0,0.000769354,0,0,0,0,0,0.000845444,0.000557993,0.001420346,0,0,0.000727082,0,0,0,0.000845444,0,0.000828535,0.000743991,0,0,0.000397359,0,0,0,0,0,0,0,0.0007609,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000845444,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0.000507267,0,0,0.000498812,0.000803172,0,0,0,0,0.000845444,0,0.001614799,0,0,0,0,0,0,0,0,0,0,0,0.000803172,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000727082,0,0,0,0,0,0,0,0,0,0.000498812,0,0,0,0,0,0,0,0.000803172,0.000701719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000845444,0,0.000803172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000786263,0,0.000718628,0,0,0,0,0.00030436,0,0,0.000515721,0.0007609,0,0.000803172,0,0,0,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0.000845444,0,0.000845444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
